"CallFailure","Complains","SubscriptionLength","ChargeAmount","SecondsofUse","Frequencyofuse","FrequencyofSMS","DistinctCalledNumbers","AgeGroup","TariffPlan","Status","Age","CustomerValue","Churn"
3,"No Complains",25,2,1610,40,207,24,"15-30","contractual","active",25,1005.75,"non-CHURN"
3,"No Complains",24,1,1863,43,44,81,"45-60","Pay as you go","active",45,157.65,"non-CHURN"
10,"No Complains",25,0,995,29,24,20,"15-30","Pay as you go","non-active",25,154.08,"non-CHURN"
0,"No Complains",24,0,1120,14,35,16,"45-60","Pay as you go","non-active",45,115.85,"non-CHURN"
9,"No Complains",23,1,1520,36,33,26,"15-30","Pay as you go","active",25,218.52,"non-CHURN"
1,"No Complains",23,1,3520,65,22,36,"30-45","Pay as you go","active",30,231.4,"non-CHURN"
1,"No Complains",16,1,1990,30,42,27,"15-30","Pay as you go","active",25,279.9,"non-CHURN"
15,"No Complains",15,2,6688,145,99,55,"<15","contractual","active",15,920.315,"non-CHURN"
11,"No Complains",13,1,9228,175,87,53,"45-60","Pay as you go","active",45,452.575,"non-CHURN"
7,"No Complains",14,4,3148,49,45,32,"30-45","Pay as you go","active",30,307.88,"non-CHURN"
1,"No Complains",7,2,4685,44,229,23,"30-45","Pay as you go","active",30,1105.16,"non-CHURN"
2,"Complains",7,2,1783,23,14,20,"30-45","Pay as you go","active",30,128.24,"CHURN"
0,"No Complains",36,0,3465,55,0,10,"15-30","Pay as you go","active",25,158.4,"non-CHURN"
0,"No Complains",37,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"non-CHURN"
1,"No Complains",35,0,1548,44,331,7,"15-30","Pay as you go","active",25,1561.14,"non-CHURN"
1,"No Complains",36,0,3293,50,0,18,"<15","Pay as you go","active",15,183.865,"non-CHURN"
0,"No Complains",36,0,1488,42,0,16,"<15","Pay as you go","active",15,84.15,"non-CHURN"
2,"No Complains",36,0,2870,66,4,11,"15-30","Pay as you go","active",25,150.12,"non-CHURN"
0,"No Complains",36,0,1455,23,257,1,"30-45","Pay as you go","active",30,1087.12,"non-CHURN"
4,"No Complains",35,0,8210,105,116,26,"30-45","Pay as you go","active",30,796.6,"non-CHURN"
0,"No Complains",36,0,12868,153,0,27,"30-45","Pay as you go","active",30,520.84,"non-CHURN"
0,"No Complains",36,0,3610,67,0,8,"30-45","Pay as you go","active",30,147.08,"non-CHURN"
0,"No Complains",36,0,5013,79,0,13,"15-30","Pay as you go","active",25,229.14,"non-CHURN"
0,"No Complains",36,0,1333,38,0,4,"30-45","Pay as you go","non-active",30,54.84,"non-CHURN"
16,"No Complains",36,0,14235,209,26,15,"30-45","Pay as you go","active",30,681.76,"non-CHURN"
0,"No Complains",36,0,2190,11,455,5,"30-45","Pay as you go","active",30,1908.04,"non-CHURN"
0,"No Complains",35,0,14580,166,122,13,"15-30","Pay as you go","active",25,1212.57,"non-CHURN"
0,"No Complains",35,0,5595,70,158,9,"30-45","Pay as you go","active",30,858.6,"non-CHURN"
0,"No Complains",35,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"non-CHURN"
0,"No Complains",36,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"non-CHURN"
0,"No Complains",35,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"CHURN"
0,"No Complains",35,0,6603,111,356,26,"15-30","Pay as you go","active",25,1904.13,"non-CHURN"
0,"No Complains",35,0,10560,138,0,30,"30-45","Pay as you go","active",30,427.92,"non-CHURN"
0,"No Complains",35,0,5813,59,80,20,"15-30","Pay as you go","active",25,624.24,"non-CHURN"
7,"No Complains",31,0,50,2,0,1,"15-30","Pay as you go","non-active",25,2.34,"CHURN"
12,"No Complains",34,5,9530,77,0,25,"45-60","Pay as you go","active",45,240.175,"non-CHURN"
4,"No Complains",34,0,4913,82,0,7,"15-30","Pay as you go","active",25,224.775,"CHURN"
0,"No Complains",32,0,1935,6,0,2,"30-45","Pay as you go","active",30,77.64,"non-CHURN"
0,"No Complains",33,0,2085,25,0,9,"15-30","Pay as you go","non-active",25,94.95,"CHURN"
0,"Complains",34,0,1363,28,6,14,"30-45","Pay as you go","non-active",30,79.64,"CHURN"
0,"No Complains",34,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"CHURN"
0,"No Complains",34,0,0,0,0,0,"30-45","Pay as you go","active",30,0,"non-CHURN"
0,"No Complains",31,0,5880,81,0,5,"45-60","Pay as you go","active",45,149.025,"non-CHURN"
0,"Complains",34,0,0,0,0,0,"45-60","Pay as you go","non-active",45,0,"CHURN"
0,"No Complains",34,0,0,0,0,0,"45-60","Pay as you go","active",45,0,"non-CHURN"
16,"No Complains",29,0,15170,222,0,63,"15-30","Pay as you go","active",25,692.64,"non-CHURN"
0,"No Complains",32,0,6060,100,243,16,"15-30","contractual","active",25,1370.7,"non-CHURN"
0,"No Complains",34,0,2813,66,0,11,"15-30","Pay as you go","active",25,129.555,"non-CHURN"
0,"No Complains",33,0,760,28,10,3,"30-45","Pay as you go","non-active",30,71.52,"non-CHURN"
0,"No Complains",34,0,1875,37,147,6,"15-30","Pay as you go","active",25,747.54,"non-CHURN"
0,"No Complains",25,0,1903,20,165,8,"15-30","contractual","active",25,829.035,"non-CHURN"
0,"No Complains",24,0,663,23,2,51,"45-60","Pay as you go","active",45,22.15,"non-CHURN"
0,"No Complains",25,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"non-CHURN"
0,"No Complains",24,0,0,0,0,0,"45-60","Pay as you go","non-active",45,0,"non-CHURN"
0,"No Complains",23,0,0,0,0,0,"15-30","Pay as you go","active",25,0,"non-CHURN"
0,"No Complains",23,0,2320,45,0,6,"30-45","Pay as you go","active",30,94.6,"non-CHURN"
0,"No Complains",16,0,0,0,0,0,"15-30","Pay as you go","active",25,0,"non-CHURN"
7,"No Complains",15,0,5488,125,57,25,"<15","contractual","active",15,622.215,"non-CHURN"
3,"No Complains",13,0,8028,155,45,23,"45-60","Pay as you go","active",45,317.075,"non-CHURN"
0,"No Complains",14,0,1948,29,3,2,"30-45","Pay as you go","active",30,91.08,"non-CHURN"
0,"No Complains",7,0,3485,24,187,21,"30-45","Pay as you go","active",30,888.36,"non-CHURN"
0,"No Complains",7,0,0,0,0,0,"15-30","Pay as you go","active",25,0,"CHURN"
3,"No Complains",37,0,4180,71,30,19,"30-45","Pay as you go","active",30,290.04,"non-CHURN"
0,"No Complains",38,0,128,5,32,6,"30-45","Pay as you go","non-active",30,133.32,"non-CHURN"
5,"No Complains",36,0,2263,60,384,26,"30-45","Pay as you go","active",30,1628.92,"non-CHURN"
5,"No Complains",37,0,4008,66,26,37,"<15","Pay as you go","active",15,367.07,"non-CHURN"
0,"No Complains",37,0,2203,58,27,35,"15-30","Pay as you go","active",25,223.245,"non-CHURN"
6,"No Complains",37,1,3585,82,57,30,"30-45","Pay as you go","active",30,374.68,"non-CHURN"
0,"No Complains",37,0,2170,39,310,20,"30-45","Pay as you go","active",30,1328.36,"non-CHURN"
8,"No Complains",36,2,8925,121,169,45,"30-45","Pay as you go","active",30,1037.84,"non-CHURN"
2,"No Complains",37,0,13583,169,25,46,"30-45","Pay as you go","active",30,650.08,"non-CHURN"
2,"No Complains",37,1,4325,83,27,27,"30-45","Pay as you go","active",30,284.32,"non-CHURN"
1,"No Complains",37,0,5728,95,32,14,"30-45","Pay as you go","active",30,360.92,"non-CHURN"
4,"No Complains",37,0,2048,54,33,19,"30-45","Pay as you go","non-active",30,216.08,"non-CHURN"
20,"No Complains",37,3,14950,225,79,34,"30-45","Pay as you go","active",30,923,"non-CHURN"
0,"No Complains",37,1,2905,27,508,10,"30-45","Pay as you go","active",30,2149.28,"non-CHURN"
4,"No Complains",36,0,15295,182,175,32,"15-30","Pay as you go","active",25,1483.965,"non-CHURN"
0,"No Complains",36,1,6310,86,211,28,"30-45","Pay as you go","active",30,1099.84,"non-CHURN"
0,"No Complains",36,0,685,14,25,13,"15-30","Pay as you go","non-active",25,143.955,"non-CHURN"
0,"No Complains",37,0,520,14,38,10,"30-45","Pay as you go","non-active",30,173.36,"non-CHURN"
0,"No Complains",36,0,0,0,25,0,"15-30","Pay as you go","non-active",25,112.5,"CHURN"
0,"No Complains",36,0,7318,127,409,45,"30-45","Pay as you go","active",30,1933.8,"non-CHURN"
2,"No Complains",36,1,11275,154,36,49,"45-60","Pay as you go","active",45,375.725,"non-CHURN"
3,"No Complains",36,1,6528,75,133,39,"15-30","Pay as you go","active",25,895.635,"non-CHURN"
18,"No Complains",32,0,765,47,41,19,"30-45","Pay as you go","non-active",30,196.48,"CHURN"
16,"No Complains",35,8,10245,93,26,44,"60-75","contractual","active",55,194.07,"non-CHURN"
8,"Complains",35,1,5628,98,51,26,"15-30","Pay as you go","active",25,487.17,"CHURN"
0,"No Complains",33,0,2650,22,25,16,"30-45","Pay as you go","active",30,206.88,"non-CHURN"
4,"Complains",34,0,2800,41,34,18,"30-45","Pay as you go","non-active",30,249.64,"CHURN"
4,"No Complains",35,0,2078,44,59,33,"30-45","Pay as you go","non-active",30,320.88,"CHURN"
0,"No Complains",35,0,0,0,25,0,"30-45","Pay as you go","non-active",30,100,"CHURN"
0,"No Complains",35,0,1478,25,25,8,"45-60","Pay as you go","active",45,100.075,"non-CHURN"
0,"No Complains",32,1,6595,97,39,24,"60-75","Pay as you go","active",55,158.88,"non-CHURN"
0,"No Complains",35,0,438,7,34,6,"45-60","Pay as you go","non-active",45,96.125,"CHURN"
0,"No Complains",35,1,148,4,29,4,"60-75","Pay as you go","active",55,45.78,"non-CHURN"
20,"No Complains",30,3,15885,238,25,82,"15-30","Pay as you go","active",25,838.035,"non-CHURN"
1,"No Complains",33,3,6775,116,296,35,"15-30","contractual","active",25,1642.095,"non-CHURN"
0,"No Complains",35,0,3528,82,27,30,"30-45","Pay as you go","active",30,252.4,"non-CHURN"
0,"No Complains",34,0,1475,44,63,22,"30-45","Pay as you go","non-active",30,312.76,"non-CHURN"
1,"No Complains",35,0,2590,53,200,25,"15-30","Pay as you go","active",25,1018.935,"non-CHURN"
0,"No Complains",26,1,1125,36,218,13,"15-30","contractual","active",25,1033.245,"non-CHURN"
0,"No Complains",25,0,1378,39,55,70,"45-60","Pay as you go","active",45,172.925,"non-CHURN"
6,"No Complains",26,0,510,25,35,9,"30-45","Pay as you go","non-active",30,161.4,"non-CHURN"
0,"No Complains",25,0,635,10,46,5,"45-60","Pay as you go","non-active",45,131.125,"non-CHURN"
5,"No Complains",24,0,1035,32,44,15,"15-30","Pay as you go","active",25,246.015,"non-CHURN"
0,"No Complains",24,0,3035,61,33,25,"30-45","Pay as you go","active",30,255.84,"non-CHURN"
0,"No Complains",17,0,1505,26,53,16,"15-30","Pay as you go","active",25,307.395,"non-CHURN"
11,"No Complains",16,1,6203,141,110,44,"15-30","contractual","active",25,780.48,"non-CHURN"
7,"No Complains",14,0,8743,171,98,42,"60-75","Pay as you go","active",55,280.71,"non-CHURN"
3,"No Complains",15,3,2663,45,56,21,"30-45","Pay as you go","active",30,332.32,"non-CHURN"
0,"No Complains",8,1,4200,40,240,12,"30-45","Pay as you go","active",30,1129.6,"non-CHURN"
0,"Complains",8,1,1298,19,25,9,"30-45","Pay as you go","active",30,152.68,"CHURN"
3,"No Complains",35,0,3950,59,0,11,"15-30","Pay as you go","active",25,180.405,"non-CHURN"
0,"No Complains",36,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"non-CHURN"
5,"No Complains",34,0,2033,48,320,18,"15-30","Pay as you go","active",25,1533.645,"non-CHURN"
5,"No Complains",35,0,3778,54,0,29,"<15","Pay as you go","active",15,210.76,"non-CHURN"
0,"No Complains",35,0,1973,46,0,27,"<15","Pay as you go","active",15,111.045,"non-CHURN"
6,"No Complains",35,0,3355,70,0,22,"15-30","Pay as you go","active",25,154.125,"non-CHURN"
0,"No Complains",35,0,1940,27,246,12,"30-45","Pay as you go","active",30,1062.68,"non-CHURN"
8,"No Complains",34,0,8695,109,105,37,"30-45","Pay as you go","active",30,772.16,"non-CHURN"
2,"No Complains",35,0,13353,157,0,38,"30-45","Pay as you go","active",30,540.4,"non-CHURN"
2,"No Complains",35,0,4095,71,0,19,"30-45","Pay as you go","active",30,166.64,"non-CHURN"
1,"No Complains",35,0,5498,83,0,6,"15-30","Pay as you go","active",25,251.145,"non-CHURN"
4,"No Complains",35,0,1818,42,0,11,"30-45","Pay as you go","non-active",30,74.4,"non-CHURN"
20,"No Complains",35,1,14720,213,15,26,"15-30","Pay as you go","active",25,739.485,"non-CHURN"
0,"No Complains",35,0,2675,15,444,2,"30-45","Pay as you go","active",30,1883.6,"non-CHURN"
4,"No Complains",34,0,15065,170,111,24,"15-30","Pay as you go","active",25,1185.075,"non-CHURN"
0,"No Complains",34,0,6080,74,147,20,"30-45","Pay as you go","active",30,834.16,"non-CHURN"
0,"No Complains",34,0,455,2,0,5,"15-30","Pay as you go","non-active",25,20.565,"non-CHURN"
0,"No Complains",35,0,290,2,0,2,"15-30","Pay as you go","non-active",25,13.14,"non-CHURN"
0,"No Complains",34,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"CHURN"
0,"No Complains",34,0,7088,115,345,37,"15-30","Pay as you go","active",25,1876.635,"non-CHURN"
2,"No Complains",34,0,11045,142,0,41,"30-45","Pay as you go","active",30,447.48,"non-CHURN"
3,"No Complains",34,0,6298,63,69,31,"15-30","Pay as you go","active",25,596.745,"non-CHURN"
18,"No Complains",30,0,535,35,0,11,"15-30","Pay as you go","non-active",25,25.65,"CHURN"
16,"No Complains",33,6,10015,81,0,36,"45-60","Pay as you go","active",45,252.4,"non-CHURN"
8,"No Complains",33,0,5398,86,0,18,"15-30","Pay as you go","active",25,246.78,"CHURN"
0,"No Complains",31,0,2420,10,0,8,"30-45","Pay as you go","active",30,97.2,"non-CHURN"
4,"Complains",32,0,2570,29,0,10,"15-30","Pay as you go","non-active",25,116.955,"CHURN"
4,"No Complains",33,0,1848,32,0,25,"30-45","Pay as you go","non-active",30,75.2,"CHURN"
0,"No Complains",33,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"CHURN"
0,"No Complains",33,0,1248,13,0,3,"30-45","Pay as you go","active",30,50.44,"non-CHURN"
0,"No Complains",30,0,6365,85,0,16,"45-60","Pay as you go","active",45,161.25,"non-CHURN"
0,"No Complains",33,0,0,0,0,0,"30-45","Pay as you go","non-active",30,0,"CHURN"
0,"No Complains",33,0,0,0,0,0,"45-60","Pay as you go","active",45,0,"non-CHURN"
20,"No Complains",28,1,15655,226,0,74,"15-30","Pay as you go","active",25,714.645,"non-CHURN"
1,"No Complains",31,1,6545,104,232,27,"15-30","contractual","active",25,1343.205,"non-CHURN"
0,"No Complains",33,0,3298,70,0,22,"15-30","Pay as you go","active",25,151.56,"non-CHURN"
0,"No Complains",32,0,1245,32,0,14,"30-45","Pay as you go","non-active",30,51.08,"non-CHURN"
1,"No Complains",33,0,2360,41,136,17,"15-30","Pay as you go","active",25,720.045,"non-CHURN"
0,"No Complains",24,0,895,24,154,5,"15-30","contractual","active",25,734.355,"non-CHURN"
0,"No Complains",23,0,1148,27,0,62,"45-60","Pay as you go","active",45,29.375,"non-CHURN"
6,"No Complains",24,0,280,13,0,1,"15-30","Pay as you go","non-active",25,13.185,"non-CHURN"
0,"No Complains",23,0,0,0,0,0,"45-60","Pay as you go","non-active",45,0,"non-CHURN"
5,"No Complains",22,0,805,20,0,7,"<15","Pay as you go","active",15,45.375,"non-CHURN"
0,"No Complains",22,0,2805,49,0,17,"30-45","Pay as you go","active",30,114.16,"non-CHURN"
0,"No Complains",15,0,1275,14,0,8,"15-30","Pay as you go","active",25,58.005,"non-CHURN"
11,"No Complains",14,0,5973,129,46,36,"<15","contractual","active",15,588.61,"non-CHURN"
7,"No Complains",12,0,8513,159,34,34,"45-60","Pay as you go","active",45,301.8,"non-CHURN"
3,"No Complains",13,1,2433,33,0,13,"30-45","Pay as you go","active",30,98.64,"non-CHURN"
0,"No Complains",6,0,3970,28,176,4,"15-30","Pay as you go","active",25,971.91,"non-CHURN"
0,"Complains",6,0,1068,7,0,1,"15-30","Pay as you go","active",25,48.375,"CHURN"
5,"No Complains",36,0,4255,66,7,18,"15-30","Pay as you go","active",25,225.945,"non-CHURN"
0,"No Complains",37,0,0,0,9,0,"15-30","Pay as you go","non-active",25,40.5,"non-CHURN"
7,"No Complains",35,0,2338,55,361,25,"15-30","Pay as you go","active",25,1732.185,"non-CHURN"
7,"No Complains",36,0,4083,61,3,36,"<15","Pay as you go","active",15,244.42,"non-CHURN"
0,"No Complains",36,0,2278,53,4,34,"<15","Pay as you go","active",15,150.205,"non-CHURN"
8,"No Complains",36,0,3660,77,34,29,"15-30","Pay as you go","active",25,321.165,"non-CHURN"
1,"No Complains",36,0,2245,34,287,19,"30-45","Pay as you go","active",30,1239.16,"non-CHURN"
10,"No Complains",35,1,9000,116,146,44,"30-45","Pay as you go","active",30,948.64,"non-CHURN"
4,"No Complains",36,0,13658,164,2,45,"30-45","Pay as you go","active",30,560.88,"non-CHURN"
4,"No Complains",36,0,4400,78,4,26,"30-45","Pay as you go","active",30,195.12,"non-CHURN"
3,"No Complains",36,0,5803,90,9,13,"15-30","Pay as you go","active",25,305.685,"non-CHURN"
6,"Complains",36,0,2123,49,10,18,"30-45","Pay as you go","non-active",30,126.88,"non-CHURN"
22,"No Complains",36,2,15025,220,56,33,"30-45","Pay as you go","active",30,833.8,"non-CHURN"
1,"No Complains",36,0,2980,22,485,9,"30-45","Pay as you go","active",30,2060.08,"non-CHURN"
6,"No Complains",35,0,15370,177,152,31,"15-30","Pay as you go","active",25,1383.615,"non-CHURN"
0,"No Complains",35,0,6385,81,188,27,"30-45","Pay as you go","active",30,1010.64,"non-CHURN"
0,"No Complains",35,0,760,9,2,12,"15-30","Pay as you go","non-active",25,43.605,"non-CHURN"
0,"No Complains",36,0,595,9,15,9,"15-30","Pay as you go","non-active",25,94.68,"non-CHURN"
0,"No Complains",35,0,0,0,2,0,"15-30","Pay as you go","non-active",25,9,"CHURN"
0,"No Complains",35,0,7393,122,386,44,"15-30","Pay as you go","active",25,2075.175,"non-CHURN"
4,"No Complains",35,0,11350,149,13,48,"30-45","Pay as you go","active",30,511.96,"non-CHURN"
5,"No Complains",35,0,6603,70,110,38,"15-30","Pay as you go","active",25,795.285,"non-CHURN"
20,"No Complains",31,0,840,42,18,18,"15-30","Pay as you go","non-active",25,120.69,"CHURN"
18,"No Complains",34,7,10320,88,3,43,"45-60","Pay as you go","active",45,267.7,"non-CHURN"
10,"No Complains",34,0,5703,93,28,25,"15-30","Pay as you go","active",25,386.82,"CHURN"
0,"No Complains",32,0,2725,17,2,15,"30-45","Pay as you go","active",30,117.68,"non-CHURN"
6,"No Complains",33,0,2875,36,11,17,"15-30","Pay as you go","non-active",25,180.495,"CHURN"
6,"Complains",34,0,2153,39,36,32,"30-45","Pay as you go","non-active",30,231.68,"CHURN"
0,"No Complains",34,0,0,0,2,0,"30-45","Pay as you go","non-active",30,8,"CHURN"
0,"No Complains",34,0,1553,20,2,7,"30-45","Pay as you go","active",30,70.92,"non-CHURN"
0,"No Complains",31,0,6670,92,16,23,"45-60","Pay as you go","active",45,209.05,"non-CHURN"
0,"No Complains",34,0,513,2,11,5,"45-60","Pay as you go","non-active",45,40.375,"CHURN"
0,"No Complains",34,0,0,0,6,0,"60-75","Pay as you go","active",55,9,"non-CHURN"
22,"No Complains",29,2,15960,233,2,81,"15-30","Pay as you go","active",25,737.685,"non-CHURN"
3,"No Complains",32,2,6850,111,273,34,"15-30","contractual","active",25,1541.745,"non-CHURN"
0,"No Complains",34,0,3603,77,4,29,"15-30","Pay as you go","active",25,183.6,"non-CHURN"
0,"No Complains",33,0,1550,39,40,21,"30-45","Pay as you go","non-active",30,223.56,"non-CHURN"
3,"No Complains",34,0,2665,48,177,24,"15-30","Pay as you go","active",25,918.585,"non-CHURN"
1,"No Complains",25,0,1200,31,195,12,"15-30","contractual","active",25,932.895,"non-CHURN"
1,"No Complains",24,0,1453,34,32,69,"45-60","Pay as you go","active",45,117.175,"non-CHURN"
8,"No Complains",25,0,585,20,12,8,"15-30","Pay as you go","non-active",25,81.225,"non-CHURN"
0,"No Complains",24,0,710,5,23,4,"45-60","Pay as you go","non-active",45,75.375,"non-CHURN"
7,"No Complains",23,0,1110,27,21,14,"15-30","Pay as you go","active",25,145.665,"non-CHURN"
0,"No Complains",23,0,3110,56,10,24,"30-45","Pay as you go","active",30,166.64,"non-CHURN"
0,"No Complains",16,0,1580,21,30,15,"15-30","Pay as you go","active",25,207.045,"non-CHURN"
13,"No Complains",15,0,6277,136,87,43,"<15","contractual","active",15,831.215,"non-CHURN"
9,"No Complains",13,0,8817,166,75,41,"45-60","Pay as you go","active",45,412.075,"non-CHURN"
5,"No Complains",14,2,2737,40,33,20,"30-45","Pay as you go","active",30,243.08,"non-CHURN"
0,"No Complains",7,0,4275,35,217,11,"30-45","Pay as you go","active",30,1040.4,"non-CHURN"
0,"Complains",7,0,1372,14,2,8,"15-30","Pay as you go","active",25,71.37,"CHURN"
1,"No Complains",36,0,3875,64,0,12,"15-30","Pay as you go","active",25,177.255,"non-CHURN"
0,"No Complains",37,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"non-CHURN"
3,"No Complains",35,0,1958,53,343,19,"15-30","Pay as you go","active",25,1633.995,"non-CHURN"
3,"No Complains",36,0,3703,59,0,30,"15-30","Pay as you go","active",25,169.29,"non-CHURN"
0,"No Complains",36,0,1898,51,0,28,"<15","Pay as you go","active",15,107.195,"non-CHURN"
4,"No Complains",36,0,3280,75,16,23,"15-30","Pay as you go","active",25,222.975,"non-CHURN"
0,"No Complains",36,0,1865,32,269,13,"30-45","Pay as you go","active",30,1151.88,"non-CHURN"
6,"No Complains",35,1,8620,114,128,38,"30-45","Pay as you go","active",30,861.36,"non-CHURN"
0,"No Complains",36,0,13278,162,0,39,"30-45","Pay as you go","active",30,537.6,"non-CHURN"
0,"No Complains",36,0,4020,76,0,20,"30-45","Pay as you go","active",30,163.84,"non-CHURN"
0,"No Complains",36,0,5423,88,0,7,"15-30","Pay as you go","active",25,247.995,"non-CHURN"
2,"No Complains",36,0,1743,47,0,12,"30-45","Pay as you go","non-active",30,71.6,"non-CHURN"
18,"No Complains",36,2,14645,218,38,27,"30-45","Pay as you go","active",30,746.52,"non-CHURN"
0,"No Complains",36,0,2600,20,467,3,"30-45","Pay as you go","active",30,1972.8,"non-CHURN"
2,"No Complains",35,0,14990,175,134,25,"15-30","Pay as you go","active",25,1285.425,"non-CHURN"
0,"No Complains",35,0,6005,79,170,21,"30-45","Pay as you go","active",30,923.36,"non-CHURN"
0,"No Complains",35,0,380,7,0,6,"15-30","Pay as you go","non-active",25,17.415,"non-CHURN"
0,"No Complains",36,0,215,7,0,3,"15-30","Pay as you go","non-active",25,9.99,"non-CHURN"
0,"No Complains",35,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"CHURN"
0,"No Complains",35,0,7013,120,368,38,"15-30","Pay as you go","active",25,1976.985,"non-CHURN"
0,"No Complains",35,0,10970,147,0,42,"30-45","Pay as you go","active",30,444.68,"non-CHURN"
1,"No Complains",35,0,6223,68,92,32,"15-30","Pay as you go","active",25,697.095,"non-CHURN"
16,"Complains",31,0,460,40,0,12,"15-30","Pay as you go","non-active",25,22.5,"CHURN"
14,"No Complains",34,7,9940,86,0,37,"45-60","Pay as you go","active",45,250.65,"non-CHURN"
6,"No Complains",34,0,5323,91,10,19,"15-30","Pay as you go","active",25,288.63,"CHURN"
0,"No Complains",32,0,2345,15,0,9,"30-45","Pay as you go","active",30,94.4,"non-CHURN"
2,"Complains",33,0,2495,34,0,11,"15-30","Pay as you go","non-active",25,113.805,"CHURN"
2,"No Complains",34,0,1773,37,18,26,"30-45","Pay as you go","non-active",30,144.4,"CHURN"
0,"No Complains",34,0,0,0,0,0,"30-45","Pay as you go","non-active",30,0,"CHURN"
0,"No Complains",34,0,1173,18,0,1,"30-45","Pay as you go","active",30,47.64,"non-CHURN"
0,"No Complains",31,0,6290,90,0,17,"45-60","Pay as you go","active",45,159.5,"non-CHURN"
0,"No Complains",34,0,0,0,0,0,"45-60","Pay as you go","non-active",45,0,"CHURN"
0,"No Complains",34,0,0,0,0,0,"60-75","Pay as you go","active",55,0,"non-CHURN"
18,"No Complains",29,2,15580,231,0,75,"15-30","Pay as you go","active",25,711.495,"non-CHURN"
0,"No Complains",32,2,6470,109,255,28,"15-30","contractual","active",25,1443.555,"non-CHURN"
0,"No Complains",34,0,3223,75,0,23,"15-30","Pay as you go","active",25,148.41,"non-CHURN"
0,"No Complains",33,0,1170,37,22,15,"30-45","Pay as you go","non-active",30,136.28,"non-CHURN"
0,"No Complains",34,0,2285,46,159,18,"15-30","Pay as you go","active",25,820.395,"non-CHURN"
0,"No Complains",25,0,820,29,177,6,"15-30","contractual","active",25,834.705,"non-CHURN"
0,"No Complains",24,0,1073,32,14,63,"45-60","Pay as you go","active",45,62.625,"non-CHURN"
4,"No Complains",25,0,205,18,0,2,"15-30","Pay as you go","non-active",25,10.035,"non-CHURN"
0,"No Complains",24,0,0,0,5,0,"45-60","Pay as you go","non-active",45,12.5,"non-CHURN"
3,"No Complains",23,0,730,25,3,8,"15-30","Pay as you go","active",25,47.475,"non-CHURN"
0,"No Complains",23,0,2730,54,0,18,"30-45","Pay as you go","active",30,111.36,"non-CHURN"
0,"No Complains",16,0,1200,19,12,9,"15-30","Pay as you go","active",25,108.855,"non-CHURN"
9,"No Complains",15,0,5897,134,69,37,"<15","contractual","active",15,711.205,"non-CHURN"
5,"No Complains",13,0,8437,164,57,35,"45-60","Pay as you go","active",45,357.525,"non-CHURN"
1,"No Complains",14,2,2357,38,15,14,"30-45","Pay as you go","active",30,155.8,"non-CHURN"
0,"No Complains",7,0,3895,33,199,5,"30-45","Pay as you go","active",30,953.12,"non-CHURN"
0,"No Complains",7,0,992,12,0,2,"15-30","Pay as you go","active",25,45.18,"CHURN"
1,"No Complains",31,0,4065,59,0,14,"15-30","Pay as you go","active",25,185.58,"non-CHURN"
0,"No Complains",32,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,"non-CHURN"
3,"No Complains",30,0,2148,48,344,21,"15-30","Pay as you go","active",25,1646.82,"non-CHURN"
3,"No Complains",31,0,3893,54,0,32,"<15","Pay as you go","active",15,217.085,"non-CHURN"
0,"No Complains",31,0,2088,46,0,30,"<15","Pay as you go","active",15,117.37,"non-CHURN"
4,"No Complains",31,0,3470,70,17,25,"15-30","Pay as you go","active",25,235.8,"non-CHURN"
0,"No Complains",31,0,2055,27,270,15,"30-45","Pay as you go","active",30,1163.28,"non-CHURN"
6,"No Complains",30,0,8810,109,129,40,"30-45","Pay as you go","active",30,872.76,"non-CHURN"
0,"No Complains",31,0,13468,157,0,41,"30-45","Pay as you go","active",30,545,"non-CHURN"
0,"No Complains",31,0,4210,71,0,22,"30-45","Pay as you go","active",30,171.24,"non-CHURN"
0,"No Complains",31,0,5613,83,0,9,"15-30","Pay as you go","active",25,256.32,"non-CHURN"
2,"No Complains",31,0,1933,42,0,14,"30-45","Pay as you go","non-active",30,79,"non-CHURN"
18,"No Complains",31,1,14835,213,39,29,"15-30","Pay as you go","active",25,852.66,"non-CHURN"
0,"No Complains",31,0,2790,15,468,5,"30-45","Pay as you go","active",30,1984.2,"non-CHURN"
2,"No Complains",30,0,15180,170,135,27,"15-30","Pay as you go","active",25,1298.25,"non-CHURN"
0,"No Complains",30,0,6195,74,171,23,"30-45","Pay as you go","active",30,934.76,"non-CHURN"
0,"No Complains",30,0,570,2,0,8,"15-30","Pay as you go","non-active",25,25.74,"non-CHURN"
0,"No Complains",31,0,405,2,0,5,"15-30","Pay as you go","non-active",25,18.315,"non-CHURN"
